metric,value,distribution
cheese,0.5608008190194518,zinc22
cheese,0.5654345654345654,zinc22
cheese,0.5593882948143039,zinc22
cheese,0.5612210667561222,zinc22
cheese,0.5454849125932524,zinc22
cheese,0.5599049666251839,zinc22
cheese,0.5429813803099566,zinc22
cheese,0.6200940070505288,zinc22
cheese,0.5937744933378122,zinc22
cheese,0.5853519845331514,zinc22
cheese,0.5409525929223236,zinc22
cheese,0.5812418993755155,zinc22
cheese,0.5970840867992766,zinc22
cheese,0.5707794477455435,zinc22
cheese,0.7558777981134732,zinc22
cheese,0.7467869838665573,zinc22
cheese,0.7517202640078641,zinc22
cheese,0.7149939702532493,zinc22
cheese,0.6894267171444024,zinc22
cheese,0.7161666892900773,zinc22
cheese,0.6666230708867382,zinc22
cheese,0.7137260199945961,zinc22
cheese,0.6846461580907711,zinc22
cheese,0.7178382884134482,zinc22
cheese,0.7189756164010352,zinc22
cheese,0.6394061399094112,zinc22
cheese,0.7426648721399731,zinc22
cheese,0.693023883416543,zinc22
cheese,0.6872450367147132,zinc22
cheese,0.6843766438716465,zinc22
cheese,0.6970918514252807,zinc22
cheese,0.6919515184529483,zinc22
cheese,0.6164702658262537,zinc22
cheese,0.6126914660831511,zinc22
cheese,0.6827715355805244,zinc22
cheese,0.6868383217880016,zinc22
cheese,0.6652454780361757,zinc22
cheese,0.6984188698807672,zinc22
cheese,0.6138176463369739,zinc22
cheese,0.5434402332361516,zinc22
cheese,0.6339796172010936,zinc22
cheese,0.5699276208265235,zinc22
cheese,0.5750633064029904,zinc22
cheese,0.607911001236094,zinc22
cheese,0.6610894452132343,zinc22
cheese,0.608330288637194,zinc22
cheese,0.6898429584599797,zinc22
cheese,0.5877256317689531,zinc22
cheese,0.7298360655737706,zinc22
cheese,0.6534250063661828,zinc22
cheese,0.5884400248601616,zinc22
cheese,0.6781197804819852,zinc22
cheese,0.5891801450083658,zinc22
cheese,0.656513211030345,zinc22
cheese,0.5787731946578418,zinc22
cheese,0.6269406902714174,zinc22
cheese,0.6091940846039207,zinc22
cheese,0.6004842615012107,zinc22
cheese,0.5817023213472918,zinc22
cheese,0.6956733698964046,zinc22
cheese,0.5993433714479792,zinc22
cheese,0.5318693693693693,zinc22
cheese,0.6409069325735992,zinc22
cheese,0.5502485411713853,zinc22
cheese,0.4960042621204049,zinc22
cheese,0.5175852455500751,zinc22
cheese,0.550326797385621,zinc22
cheese,0.5262515262515263,zinc22
cheese,0.6086800143867641,zinc22
cheese,0.5618238021638331,zinc22
cheese,0.6902439024390243,zinc22
cheese,0.6958794214172845,zinc22
cheese,0.6075360345023266,zinc22
cheese,0.656959467490788,zinc22
cheese,0.5667328480035296,zinc22
cheese,0.5637021950667571,zinc22
cheese,0.727366787377134,zinc22
cheese,0.6195026479392125,zinc22
cheese,0.6349965026812776,zinc22
cheese,0.6386754068716094,zinc22
cheese,0.5894376312009723,zinc22
cheese,0.5872475340535462,zinc22
cheese,0.6074524372396712,zinc22
cheese,0.6843802245044184,zinc22
cheese,0.5609483337061061,zinc22
cheese,0.68471417778897,zinc22
cheese,0.5296034153465903,zinc22
cheese,0.5865102639296187,zinc22
cheese,0.5874542124542125,zinc22
cheese,0.5471992858736889,zinc22
cheese,0.5912563168409919,zinc22
cheese,0.6157850139208328,zinc22
cheese,0.5874606689197064,zinc22
cheese,0.6047541365649033,zinc22
cheese,0.5951417004048583,zinc22
cheese,0.5587143188674867,zinc22
cheese,0.5834769619671378,zinc22
cheese,0.534896705750977,zinc22
cheese,0.6361010830324909,zinc22
cheese,0.6155166074273808,zinc22
cheese,0.5989950951070702,zinc22
cheese,0.5758913018232493,zinc22
cheese,0.6313544258798436,zinc22
cheese,0.5682283375028429,zinc22
cheese,0.5485447930877672,zinc22
cheese,0.5692237857467091,zinc22
cheese,0.6336609925677296,zinc22
cheese,0.6342726396917149,zinc22
cheese,0.6264055132390279,zinc22
cheese,0.6746987951807228,zinc22
cheese,0.6933862433862434,zinc22
cheese,0.6886886886886887,zinc22
cheese,0.6604761311230214,zinc22
cheese,0.647156762295082,zinc22
cheese,0.6777363184079602,zinc22
cheese,0.6566834417577022,zinc22
cheese,0.5573561754832735,zinc22
cheese,0.5637110980622431,zinc22
cheese,0.6868889445976436,zinc22
cheese,0.6299608035276825,zinc22
cheese,0.7119958634953465,zinc22
cheese,0.6101122239652468,zinc22
cheese,0.6976957318669809,zinc22
cheese,0.6466880869995058,zinc22
cheese,0.645402923764649,zinc22
cheese,0.6132528636531592,zinc22
cheese,0.6447088290544771,zinc22
cheese,0.5753142857142857,zinc22
cheese,0.5772290157900986,zinc22
cheese,0.7101772654022561,zinc22
cheese,0.5579278963948198,zinc22
cheese,0.6349414855505136,zinc22
cheese,0.5881183487311425,zinc22
cheese,0.6040657132726628,zinc22
cheese,0.6437575757575758,zinc22
cheese,0.5813607775871927,zinc22
cheese,0.6036090589802592,zinc22
cheese,0.7287696097497731,zinc22
cheese,0.5854567307692308,zinc22
cheese,0.6146020347097547,zinc22
cheese,0.7025034947261406,zinc22
cheese,0.5983043079743355,zinc22
cheese,0.6442400774443369,zinc22
cheese,0.5976850227990178,zinc22
cheese,0.6362026213248317,zinc22
cheese,0.7976206212822208,zinc22
cheese,0.7355496788817529,zinc22
cheese,0.6104093567251462,zinc22
cheese,0.7152529853502401,zinc22
cheese,0.6730979250091008,zinc22
cheese,0.718568784700802,zinc22
cheese,0.652536231884058,zinc22
cheese,0.5958466453674122,zinc22
cheese,0.644864283151979,zinc22
cheese,0.6287923854848305,zinc22
cheese,0.5698583569405099,zinc22
cheese,0.5620276712010231,zinc22
cheese,0.5984795321637426,zinc22
cheese,0.5553679945982444,zinc22
cheese,0.588710621852676,zinc22
cheese,0.6042553191489362,zinc22
cheese,0.5689240288759023,zinc22
cheese,0.5918097754293263,zinc22
cheese,0.6918372441337993,zinc22
cheese,0.6860479260430605,zinc22
cheese,0.6302741358760429,zinc22
cheese,0.5924434442733626,zinc22
cheese,0.673582995951417,zinc22
cheese,0.6466658569172841,zinc22
cheese,0.6149541612096678,zinc22
cheese,0.6592192192192192,zinc22
cheese,0.6636275224896668,zinc22
cheese,0.6981389578163772,zinc22
cheese,0.6128238190130113,zinc22
cheese,0.7302360434619708,zinc22
cheese,0.6639064783244033,zinc22
cheese,0.6063502902014339,zinc22
cheese,0.7262914417887433,zinc22
cheese,0.605840272076932,zinc22
cheese,0.5910664819944598,zinc22
cheese,0.5972855972855973,zinc22
cheese,0.6843521722414456,zinc22
cheese,0.5784565166705526,zinc22
cheese,0.6226015303119482,zinc22
cheese,0.6375757575757576,zinc22
cheese,0.6038412588221682,zinc22
cheese,0.5336000000000001,zinc22
cheese,0.5525305410122163,zinc22
cheese,0.6123462630085147,zinc22
cheese,0.5201033243486073,zinc22
cheese,0.5587012695202787,zinc22
cheese,0.5395216400911163,zinc22
cheese,0.531218585948844,zinc22
cheese,0.4973220263334077,zinc22
cheese,0.5583704210886682,zinc22
cheese,0.562256363219445,zinc22
cheese,0.5577228396461782,zinc22
cheese,0.6508393285371703,zinc22
cheese,0.6254048218783735,zinc22
cheese,0.6189401140684411,zinc22
cheese,0.6340224882118244,zinc22
cheese,0.6125758138383464,zinc22
cheese,0.5764013923898692,zinc22
cheese,0.5143245385573547,zinc22
cheese,0.5920271416454623,zinc22
cheese,0.5600499943188274,zinc22
cheese,0.5354706684856754,zinc22
cheese,0.4945800941640206,zinc22
cheese,0.5237826234323806,zinc22
cheese,0.5202014287387282,zinc22
cheese,0.5860815047021943,zinc22
cheese,0.6120484790874525,zinc22
cheese,0.526202846171222,zinc22
cheese,0.5770241222832577,zinc22
cheese,0.4700043159257661,zinc22
cheese,0.5238041769593532,zinc22
cheese,0.4913301141352063,zinc22
cheese,0.5225946688021965,zinc22
cheese,0.562406015037594,zinc22
cheese,0.4557018522651194,zinc22
cheese,0.5914213431462741,zinc22
cheese,0.5797418507985124,zinc22
cheese,0.543407639744595,zinc22
cheese,0.5221238938053097,zinc22
cheese,0.5552264999451574,zinc22
cheese,0.5736987563334869,zinc22
cheese,0.5505557930739633,zinc22
cheese,0.5590680376285277,zinc22
cheese,0.5553497494007409,zinc22
cheese,0.5535046993545465,zinc22
cheese,0.5683335157019367,zinc22
cheese,0.5216341104809914,zinc22
cheese,0.5592797483458076,zinc22
cheese,0.582138421587445,zinc22
cheese,0.6336954009706495,zinc22
cheese,0.5699176130037853,zinc22
cheese,0.5760725342768687,zinc22
cheese,0.518425643262102,zinc22
cheese,0.5763012181616833,zinc22
cheese,0.5632969034608379,zinc22
cheese,0.6012073863636364,zinc22
cheese,0.5148384260276984,zinc22
cheese,0.58206912284704,zinc22
cheese,0.58205865439908,zinc22
cheese,0.5941101152368757,zinc22
cheese,0.5837504365033175,zinc22
cheese,0.5387470475762006,zinc22
cheese,0.5764948926890853,zinc22
cheese,0.5712344280860702,zinc22
cheese,0.5355662983425414,zinc22
cheese,0.5314121673843436,zinc22
cheese,0.5570155393053016,zinc22
cheese,0.5530166591625394,zinc22
cheese,0.5513299377475949,zinc22
cheese,0.5016986301369863,zinc22
cheese,0.5630331753554503,zinc22
cheese,0.514783759929391,zinc22
cheese,0.6663120567375886,zinc22
cheese,0.5667934395055859,zinc22
cheese,0.678009828009828,zinc22
cheese,0.5760793465577596,zinc22
cheese,0.6182592818015824,zinc22
cheese,0.5949951409135082,zinc22
cheese,0.6938184565025809,zinc22
cheese,0.5895362663495838,zinc22
cheese,0.5590914468236129,zinc22
cheese,0.5974937343358395,zinc22
cheese,0.6337760910815939,zinc22
cheese,0.6310353110737449,zinc22
cheese,0.5884118190212373,zinc22
cheese,0.6056338028169015,zinc22
cheese,0.6157751362060426,zinc22
cheese,0.4765041721563461,zinc22
cheese,0.6503359804520464,zinc22
cheese,0.5587125677906154,zinc22
cheese,0.6502662946994674,zinc22
cheese,0.7010763843859422,zinc22
cheese,0.6990116801437556,zinc22
cheese,0.6733366069236435,zinc22
cheese,0.6641430622634121,zinc22
cheese,0.6459909228441755,zinc22
cheese,0.6114600692218946,zinc22
cheese,0.6441827723025726,zinc22
cheese,0.5938741509675766,zinc22
cheese,0.6031287605294826,zinc22
cheese,0.5891325071496664,zinc22
cheese,0.6257032129016127,zinc22
cheese,0.5726220312686479,zinc22
cheese,0.6474280088604479,zinc22
cheese,0.6175540660174529,zinc22
cheese,0.5761558319643276,zinc22
cheese,0.6898307241949854,zinc22
cheese,0.6214447221230512,zinc22
cheese,0.5863577254994681,zinc22
cheese,0.5492990117214434,zinc22
cheese,0.6204658266513936,zinc22
cheese,0.6286440062900689,zinc22
cheese,0.5863241848463523,zinc22
cheese,0.6318361955085865,zinc22
cheese,0.757182320441989,zinc22
cheese,0.6016170525542079,zinc22
cheese,0.6137056456529691,zinc22
cheese,0.6339496215411342,zinc22
cheese,0.57301775147929,zinc22
cheese,0.6643319677547245,zinc22
cheese,0.7127796348675752,zinc22
cheese,0.565935362113706,zinc22
cheese,0.6008190797398217,zinc22
cheese,0.6160337552742616,zinc22
cheese,0.6022963234395994,zinc22
cheese,0.6138075830554526,zinc22
cheese,0.6090741876149601,zinc22
cheese,0.6692675560030203,zinc22
cheese,0.5960369559931924,zinc22
cheese,0.573417420276059,zinc22
cheese,0.5702967955539789,zinc22
cheese,0.8465318730693625,zinc22
cheese,0.7289320388349514,zinc22
cheese,0.6257606490872212,zinc22
cheese,0.6358300370039556,zinc22
cheese,0.6789260757631482,zinc22
cheese,0.6159437559580553,zinc22
cheese,0.5428974932329058,zinc22
cheese,0.6833144154370034,zinc22
cheese,0.6326938919618689,zinc22
cheese,0.5540192172486524,zinc22
cheese,0.6021580229725025,zinc22
cheese,0.7002914712964137,zinc22
cheese,0.6278724981467754,zinc22
cheese,0.5332891685988739,zinc22
cheese,0.6810026385224275,zinc22
cheese,0.6130281690140845,zinc22
cheese,0.5591936611512468,zinc22
cheese,0.7731700528806011,zinc22
cheese,0.7561231172233137,zinc22
cheese,0.6289713937918442,zinc22
cheese,0.6849262347658756,zinc22
cheese,0.6766859344894027,zinc22
cheese,0.6339827935222673,zinc22
cheese,0.6108502224419179,zinc22
cheese,0.7378392905133029,zinc22
cheese,0.7371023790430367,zinc22
cheese,0.677046840534579,zinc22
cheese,0.7396342314672624,zinc22
cheese,0.605851539542609,zinc22
cheese,0.6728301886792453,zinc22
cheese,0.6732571575298498,zinc22
cheese,0.6897103963699454,zinc22
cheese,0.6176973845025666,zinc22
cheese,0.6887103148465288,zinc22
cheese,0.6052598933134847,zinc22
cheese,0.7256250826828945,zinc22
cheese,0.6056101654279549,zinc22
cheese,0.5482876712328767,zinc22
cheese,0.6013465627214741,zinc22
cheese,0.5649595072430706,zinc22
cheese,0.6187022900763359,zinc22
cheese,0.6115557778889444,zinc22
cheese,0.6634026927784578,zinc22
cheese,0.5729717306366353,zinc22
cheese,0.5961796246648794,zinc22
cheese,0.5842165898617512,zinc22
cheese,0.593946587537092,zinc22
cheese,0.5964551172098342,zinc22
cheese,0.5837982333798233,zinc22
cheese,0.5548814120242691,zinc22
cheese,0.5465129295869249,zinc22
cheese,0.5848970772205163,zinc22
cheese,0.6274253065111297,zinc22
cheese,0.6500541711809318,zinc22
cheese,0.5449155386508557,zinc22
cheese,0.6292242934455803,zinc22
cheese,0.5992903607332939,zinc22
cheese,0.5856467450600074,zinc22
cheese,0.5998547567175019,zinc22
cheese,0.614262957970837,zinc22
cheese,0.6353069378859426,zinc22
cheese,0.6097418525873146,zinc22
cheese,0.6809410520750727,zinc22
cheese,0.5738504695694597,zinc22
cheese,0.5587518849321425,zinc22
cheese,0.6391627114518681,zinc22
cheese,0.603124237246766,zinc22
cheese,0.6839254220206601,zinc22
cheese,0.550281954887218,zinc22
cheese,0.5946519024620096,zinc22
cheese,0.5455269747325291,zinc22
cheese,0.5591987599856921,zinc22
cheese,0.577316037194352,zinc22
cheese,0.66172902566722,zinc22
cheese,0.7292418772563176,zinc22
cheese,0.7005833672500339,zinc22
cheese,0.6182007010255745,zinc22
cheese,0.5898896404414382,zinc22
cheese,0.6327464300568418,zinc22
cheese,0.602899963445839,zinc22
cheese,0.5369088135195399,zinc22
cheese,0.5438361175466406,zinc22
cheese,0.5864808703092532,zinc22
cheese,0.6307540417129458,zinc22
cheese,0.5913755191790863,zinc22
cheese,0.5964652082560871,zinc22
cheese,0.6114343536554516,zinc22
cheese,0.640153452685422,zinc22
cheese,0.5459274145880127,zinc22
cheese,0.6410775262425699,zinc22
cheese,0.5743302180685359,zinc22
cheese,0.5773301032768073,zinc22
cheese,0.5907451923076923,zinc22
cheese,0.5790249293872037,zinc22
cheese,0.7021890155983745,zinc22
cheese,0.746936026936027,zinc22
cheese,0.7774911756720065,zinc22
cheese,0.5993899339095068,zinc22
cheese,0.5564919995114206,zinc22
cheese,0.621198395237479,zinc22
cheese,0.5375939849624061,zinc22
cheese,0.651585460170147,zinc22
cheese,0.6250162527629697,zinc22
cheese,0.6892640108035111,zinc22
cheese,0.6370716510903427,zinc22
cheese,0.5279720279720279,zinc22
cheese,0.7916434540389972,zinc22
cheese,0.5811367895065584,zinc22
cheese,0.7128712871287128,zinc22
cheese,0.5541099221789882,zinc22
cheese,0.5172494995878959,zinc22
cheese,0.548505325850418,zinc22
cheese,0.5956123885499766,zinc22
cheese,0.6035871156661786,zinc22
cheese,0.6238916846393482,zinc22
cheese,0.5939452186448823,zinc22
cheese,0.6078589536759622,zinc22
cheese,0.5694740383537065,zinc22
cheese,0.6004683840749414,zinc22
cheese,0.5736081065695093,zinc22
cheese,0.5620991253644314,zinc22
cheese,0.5028099552700998,zinc22
cheese,0.565177964180458,zinc22
cheese,0.614619532654284,zinc22
cheese,0.6547448736289938,zinc22
cheese,0.5516253443526171,zinc22
cheese,0.6483040654318017,zinc22
cheese,0.5974056603773585,zinc22
cheese,0.6340610300325654,zinc22
cheese,0.5488756844926017,zinc22
cheese,0.571076923076923,zinc22
cheese,0.6574290026066676,zinc22
cheese,0.6660593440916189,zinc22
cheese,0.5854143371847434,zinc22
cheese,0.6664975263224661,zinc22
cheese,0.6011424313920278,zinc22
cheese,0.625276296970485,zinc22
cheese,0.6414407630522088,zinc22
cheese,0.65884973142932,zinc22
cheese,0.7058261700095512,zinc22
cheese,0.632279534109817,zinc22
cheese,0.5973015049299429,zinc22
cheese,0.5763589301121657,zinc22
cheese,0.6132354834556457,zinc22
cheese,0.5731350560702096,zinc22
cheese,0.6067387158296249,zinc22
cheese,0.6318013734812467,zinc22
cheese,0.6018252281535192,zinc22
cheese,0.6684174153420871,zinc22
cheese,0.605503512880562,zinc22
cheese,0.5827041057102407,zinc22
cheese,0.6414906832298137,zinc22
cheese,0.5558224662548616,zinc22
cheese,0.5438363736871199,zinc22
cheese,0.5772960638904735,zinc22
cheese,0.532895469219637,zinc22
cheese,0.5786449604979651,zinc22
cheese,0.5099665984268937,zinc22
cheese,0.5667857940585213,zinc22
cheese,0.5361331397296996,zinc22
cheese,0.575890284660597,zinc22
cheese,0.5411265343581507,zinc22
cheese,0.555886736214605,zinc22
cheese,0.599517629493511,zinc22
cheese,0.5463359639233372,zinc22
cheese,0.5902305028066404,zinc22
cheese,0.5779213545727971,zinc22
cheese,0.5835391870649,zinc22
cheese,0.5919171451086345,zinc22
cheese,0.6628287480305417,zinc22
cheese,0.6238995187228549,zinc22
cheese,0.5635794598354005,zinc22
cheese,0.5565697543385171,zinc22
cheese,0.6174987998079693,zinc22
cheese,0.5556316330023965,zinc22
cheese,0.594591510725696,zinc22
cheese,0.5768299711815562,zinc22
cheese,0.601380103507763,zinc22
cheese,0.5622082166199813,zinc22
cheese,0.556885557668643,zinc22
cheese,0.5744880046811001,zinc22
cheese,0.6040678812078861,zinc22
cheese,0.64934544483035,zinc22
cheese,0.6062156285970073,zinc22
cheese,0.6982478909798833,zinc22
cheese,0.632546266751755,zinc22
cheese,0.6332712600869026,zinc22
cheese,0.5776750799857804,zinc22
cheese,0.6735451919108544,zinc22
cheese,0.6681783824640968,zinc22
cheese,0.7063621533442088,zinc22
cheese,0.6158803501945525,zinc22
cheese,0.5826441328059451,zinc22
cheese,0.6701661129568106,zinc22
cheese,0.5310507674144038,zinc22
cheese,0.584516606988517,zinc22
cheese,0.6069460463924132,zinc22
cheese,0.6518280949326491,zinc22
cheese,0.5727444496929617,zinc22
cheese,0.5791571066296342,zinc22
cheese,0.5952298651918424,zinc22
cheese,0.5244919534829084,zinc22
cheese,0.5156527531083481,zinc22
cheese,0.5407031618688061,zinc22
cheese,0.5400218102508179,zinc22
cheese,0.5168695652173914,zinc22
cheese,0.5086512866015971,zinc22
cheese,0.5786950420954162,zinc22
cheese,0.5199423886549968,zinc22
cheese,0.5315561631351104,zinc22
cheese,0.5113735783027122,zinc22
cheese,0.510475161987041,zinc22
cheese,0.5865396212760825,zinc22
cheese,0.5932739629716428,zinc22
cheese,0.5911861228316925,zinc22
cheese,0.5290264287327762,zinc22
